%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
20.0, -630.1806223336607, 326.889695527032, 46.4476874996908, 14.624878776725382, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028655813E9, 0.0, 2023-09-20 15:45:02.865
20.0, -854.3427458778024, 196.42515552276745, 13.85445938585326, 19.808380115311593, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028655813E9, 0.0, 2023-09-20 15:45:02.865
21.0, -1057.4754119710997, -8.684047697111964, -41.93736815312877, 7.889318956527859, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028814402E9, 0.0, 2023-09-20 15:45:02.881
21.0, -1296.9804750834592, 74.69141196506098, -18.125425135251135, 13.443070390727371, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028814402E9, 0.0, 2023-09-20 15:45:02.881
22.0, -1469.5413289889693, 281.89869906008244, 50.46807995205745, 21.59979219408706, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028820465E9, 0.0, 2023-09-20 15:45:02.882
22.0, -1354.7357500991784, 169.90178503701463, 11.05327431904152, 13.027941495645791, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028820465E9, 0.0, 2023-09-20 15:45:02.882
23.0, -1219.312102753669, -19.825209665112197, -40.16465557413176, 5.701477482449263, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028955605E9, 0.0, 2023-09-20 15:45:02.895
23.0, -1411.197019730229, 148.15426679467782, -11.184170817490667, 10.077160430606455, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355028955605E9, 0.0, 2023-09-20 15:45:02.895
24.0, -1186.1148807969876, 320.6739818006754, 36.637929915916175, 12.448257002513856, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355029113247E9, 0.0, 2023-09-20 15:45:02.911
24.0, -942.8138192296028, 159.19819136383012, 30.00334739452228, 16.872558650095016, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6952355029113247E9, 0.0, 2023-09-20 15:45:02.911
25.0, -1062.8159891078249, 10.726033072918653, -31.117837581317872, 16.195636758115143, 0.1600000075995922, -0.06400000303983688, 0.9600000455975533, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695235502911986E9, 0.0, 2023-09-20 15:45:02.911
